,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntGroceryProducts,TotalPurchase,YearRange
183,1970,PhD,Single,32303.0,0,1,08-03-2014,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,2,7,1970
184,1966,Graduation,Married,61286.0,0,1,02-08-2013,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,126,18,1960
185,1976,Graduation,Married,74068.0,0,0,19-03-2013,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,707,24,1970
186,1964,PhD,Married,45759.0,1,1,23-02-2013,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,22,7,1960
187,1978,Basic,Married,24882.0,1,0,09-09-2012,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,43,5,1970
188,1989,PhD,Married,66973.0,0,0,17-05-2013,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,601,28,1980
189,1900,2n Cycle,Divorced,36640.0,1,0,26-09-2013,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,0,21,6,1900
190,1988,Graduation,Married,38872.0,1,0,30-05-2013,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,27,8,1980
191,1973,Graduation,Married,51148.0,1,1,18-02-2013,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,59,16,1970
192,1977,Graduation,Married,31353.0,1,1,29-12-2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,13,6,1970
193,1980,Master,Married,69661.0,0,0,13-05-2014,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,154,23,1980
194,1954,Graduation,Married,80067.0,0,0,19-09-2013,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,857,17,1950
195,1954,Graduation,Married,86718.0,0,0,17-01-2013,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,721,17,1950
196,1973,PhD,Single,46854.0,1,1,31-03-2014,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,87,15,1970
197,1952,Graduation,Divorced,69142.0,0,1,29-06-2014,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,44,19,1950
198,1968,Graduation,Single,75922.0,0,0,09-12-2013,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,915,18,1960
199,1978,Graduation,Divorced,63693.0,0,1,14-10-2013,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,422,29,1970
200,1965,PhD,Single,40637.0,1,1,17-07-2013,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,13,6,1960
201,1984,Master,Single,18890.0,0,0,10-11-2012,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,12,4,1980
202,1988,Graduation,Married,29604.0,1,0,08-12-2013,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,26,5,1980
203,1963,Master,Divorced,48721.0,1,1,13-05-2013,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,178,17,1960
204,1966,Graduation,Married,44794.0,0,1,08-06-2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,7,6,1960
205,1954,Graduation,Divorced,64497.0,0,1,10-09-2012,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,410,29,1950
206,1956,Graduation,Married,46097.0,0,1,31-03-2013,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,157,15,1950
207,1954,Graduation,Married,77972.0,0,0,18-03-2014,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,374,20,1950
208,1968,PhD,Married,44377.0,1,1,05-10-2012,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,30,19,1960
209,1974,Master,Married,46014.0,1,1,21-01-2013,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,78,26,1970
210,1985,Graduation,Married,70951.0,0,0,04-05-2013,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,818,17,1980
211,1977,Graduation,Married,41443.0,1,0,01-04-2014,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,203,20,1970
212,1978,2n Cycle,Single,52195.0,2,1,12-05-2014,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,4,4,1970
213,1948,Master,Married,83790.0,0,0,15-11-2013,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,475,25,1940
214,1954,Master,Divorced,44551.0,0,1,31-08-2013,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,37,12,1950
215,1980,Graduation,Married,69508.0,1,0,14-11-2012,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,236,28,1980
216,1988,2n Cycle,Married,45204.0,1,0,11-04-2014,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,65,7,1980
217,1969,Graduation,Married,72460.0,0,0,14-11-2013,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,630,16,1960
218,1970,PhD,Married,77622.0,0,2,14-04-2014,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,180,22,1970
219,1980,PhD,Married,30732.0,1,0,05-01-2013,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,26,13,1980
220,1962,Graduation,Divorced,63887.0,0,1,08-09-2012,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,245,32,1960
221,1978,Graduation,Married,42011.0,1,0,26-03-2013,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,18,12,1970
222,1976,Graduation,Married,51369.0,0,1,25-10-2012,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,86,16,1970
223,1952,Graduation,Divorced,51537.0,0,1,09-12-2012,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,224,18,1950
224,1972,PhD,Married,79930.0,0,0,08-08-2012,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,893,17,1970
225,1986,PhD,Married,34320.0,1,0,16-02-2014,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,13,4,1980
226,1966,Graduation,Single,37070.0,1,1,20-03-2013,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,148,23,1960
227,1962,2n Cycle,Divorced,81975.0,0,1,05-01-2013,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,440,14,1960
228,1971,Graduation,Married,38590.0,1,0,15-05-2013,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,13,4,1970
229,1951,Graduation,Single,15033.0,0,0,16-04-2014,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,15,5,1950
230,1965,PhD,Married,62745.0,0,1,23-03-2013,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,513,29,1960
231,1975,2n Cycle,Married,22212.0,1,0,09-12-2013,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,35,8,1970
232,1982,Master,Married,23661.0,1,0,04-12-2013,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,4,5,1980
233,1958,PhD,Single,79761.0,0,1,04-10-2013,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,144,19,1950
234,1973,Graduation,Single,7500.0,1,0,26-12-2013,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,25,11,1970
235,1893,2n Cycle,Single,60182.0,0,1,17-05-2014,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,12,4,1890
236,1968,Graduation,Divorced,73455.0,0,0,28-10-2013,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,1004,22,1960
237,1958,Graduation,Married,64961.0,0,1,23-12-2012,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,465,16,1950
238,1971,Graduation,Single,22804.0,1,0,31-07-2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,10,5,1970
239,1990,Graduation,Married,73687.0,0,0,28-11-2013,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,874,22,1990
240,1958,Graduation,Married,61074.0,0,1,17-08-2012,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,133,31,1950
241,1964,PhD,Married,31686.0,1,1,05-06-2014,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,5,6,1960
242,1972,Graduation,Married,80134.0,1,0,20-05-2013,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,392,16,1970
243,1953,Graduation,Married,75027.0,0,1,09-01-2013,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,376,21,1950
244,1988,PhD,Married,67546.0,0,0,31-08-2012,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,1052,20,1980
245,1969,Master,Married,65176.0,0,1,29-10-2012,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,431,25,1960
246,1975,Master,Single,31160.0,1,0,16-09-2013,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,34,7,1970
247,1985,Graduation,Single,29938.0,1,0,27-10-2013,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,10,6,1980
248,1958,2n Cycle,Married,26490.0,0,0,22-09-2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,120,11,1950
249,1967,Graduation,Married,75702.0,1,1,29-08-2012,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,426,26,1960
250,1974,PhD,Single,30899.0,1,0,13-10-2012,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,8,6,1970
251,1961,PhD,Married,63342.0,0,1,16-10-2012,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,152,19,1960
252,1964,Graduation,Single,45989.0,0,1,22-10-2012,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,148,16,1960
253,1964,Graduation,Single,18701.0,1,1,04-06-2013,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,16,10,1960
254,1957,PhD,Single,40737.0,2,1,08-12-2013,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,4,4,1950
255,1979,Graduation,Divorced,15287.0,1,0,10-10-2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,14,6,1970
256,1968,PhD,Divorced,69674.0,0,2,22-05-2013,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,267,25,1960
257,1970,Master,Married,44159.0,1,0,17-06-2014,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,88,15,1970
258,1978,PhD,Married,37717.0,1,0,23-11-2012,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,10,4,1970
259,1952,Master,Married,43776.0,1,1,03-02-2013,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,76,17,1950
260,1966,Master,Married,38179.0,1,1,14-03-2013,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,30,11,1960
261,1963,Graduation,Married,80124.0,0,0,26-06-2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,687,19,1960
262,1970,PhD,Married,38097.0,1,1,15-10-2012,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,37,11,1970
263,1970,Graduation,Married,72940.0,0,0,19-06-2013,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,534,13,1970
264,1970,Graduation,Married,22070.0,1,0,04-10-2013,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,34,8,1970
265,1953,Graduation,Single,69267.0,0,0,22-09-2012,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,638,14,1950
266,1983,Master,Single,31788.0,1,0,20-03-2014,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,30,10,1980
267,1975,PhD,Married,61905.0,0,1,04-02-2014,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,49,12,1970
268,1960,Graduation,Married,29315.0,1,1,06-04-2014,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,24,10,1960
269,1963,Graduation,Divorced,33378.0,1,1,06-02-2013,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,49,9,1960
270,1963,PhD,Married,66313.0,0,1,16-09-2013,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,116,23,1960
271,1956,Graduation,Single,60714.0,0,0,17-01-2013,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,487,23,1950
272,1981,Master,Married,77882.0,0,0,30-04-2014,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,713,12,1980
273,1986,PhD,Single,69867.0,0,0,02-04-2013,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,545,17,1980
274,1968,Master,Divorced,63841.0,0,1,21-04-2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,135,22,1960
275,1981,Basic,Married,24480.0,1,0,11-02-2013,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,56,10,1980
276,1976,Graduation,Married,51369.0,0,1,25-10-2012,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,86,16,1970
277,1946,Graduation,Married,37760.0,0,0,31-08-2012,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,193,13,1940
278,1974,PhD,Married,65640.0,0,1,01-03-2014,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,176,15,1970
279,1975,Master,Married,44319.0,1,1,17-04-2014,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,8,7,1970
280,1974,Graduation,Married,30631.0,1,0,12-07-2013,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,30,7,1970
281,1952,Graduation,Married,75278.0,0,0,29-01-2013,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,478,23,1950
282,1956,Master,Married,50898.0,1,1,08-01-2013,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,325,33,1950
283,1966,Graduation,Divorced,79946.0,0,0,12-05-2014,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,914,22,1960
284,1949,Master,Divorced,35416.0,0,0,13-06-2013,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,88,16,1940
285,1984,2n Cycle,Married,32414.0,0,0,04-07-2013,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,11,5,1980
286,1969,Graduation,Married,38361.0,1,0,27-12-2013,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,76,10,1960
287,1980,Graduation,Married,82497.0,0,0,31-10-2012,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,918,19,1980
288,1971,Graduation,Married,16626.0,2,0,15-01-2014,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,46,9,1970
289,1965,Graduation,Married,29672.0,1,1,12-03-2013,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,4,4,1960
290,1952,Master,Married,55951.0,0,1,23-08-2012,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,80,23,1950
291,1988,2n Cycle,Divorced,35388.0,1,0,07-03-2013,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,15,5,1980
292,1986,Master,Married,42386.0,1,0,13-01-2013,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,20,7,1980
293,1982,Graduation,Single,68627.0,0,0,12-01-2013,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,338,12,1980
294,1965,PhD,Divorced,57912.0,0,1,17-03-2014,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,80,28,1960
295,1958,Graduation,Divorced,35246.0,1,1,16-04-2014,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,14,11,1950
296,1956,2n Cycle,Married,58821.0,0,1,12-10-2013,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,187,21,1950
297,1978,PhD,Married,46377.0,1,0,01-03-2014,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,50,7,1970
298,1988,Graduation,Single,39747.0,1,0,13-04-2014,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,128,13,1980
299,1984,Graduation,Married,23976.0,1,0,27-12-2013,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,24,10,1980
300,1961,Master,Married,80950.0,0,0,28-03-2013,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,478,23,1960
301,1966,Graduation,Divorced,27038.0,0,0,18-09-2012,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,68,7,1960
302,1947,Graduation,Single,77457.0,0,0,05-03-2014,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,426,18,1940
303,1964,Master,Married,64100.0,0,1,10-09-2013,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,27,18,1960
304,1992,Master,Married,42670.0,0,0,27-04-2013,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,68,11,1990
305,1976,Graduation,Divorced,12571.0,1,0,18-01-2014,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,21,11,1970
306,1967,Graduation,Married,22574.0,2,1,28-10-2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,10,7,1960
307,1989,Graduation,Married,51111.0,0,0,03-06-2013,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,659,24,1980
308,1976,Master,Single,70893.0,0,0,06-02-2013,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,682,23,1970
309,1966,Graduation,Married,54198.0,1,1,17-12-2013,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,31,16,1960
310,1956,Master,Married,28839.0,1,1,11-03-2014,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,7,7,1950
311,1972,Graduation,Married,40321.0,1,1,29-07-2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,31,8,1970
312,1985,Graduation,Single,66503.0,1,0,14-08-2012,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,257,15,1980
313,1951,Graduation,Married,30833.0,1,1,16-07-2013,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,10,6,1950
314,1970,Graduation,Single,51111.0,1,2,23-08-2013,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,244,21,1970
315,1971,Graduation,Married,64795.0,0,1,17-01-2013,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,162,21,1970
316,1974,Graduation,Married,34421.0,1,0,01-07-2013,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,16,4,1970
317,1965,PhD,Divorced,47025.0,1,1,09-02-2014,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,4,1960
318,1961,PhD,Divorced,64325.0,0,1,07-02-2013,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,491,23,1960
319,1953,Graduation,Single,40464.0,0,1,11-01-2013,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,142,24,1950
320,1957,Graduation,Married,62187.0,0,0,05-07-2013,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,320,18,1950
321,1976,PhD,Divorced,14849.0,1,0,02-07-2013,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,33,9,1970
322,1984,Graduation,Married,27255.0,1,0,07-11-2013,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,12,5,1980
323,1950,PhD,Married,54432.0,2,1,09-05-2013,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,5,5,1950
324,1986,PhD,Single,29999.0,1,0,13-02-2013,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,76,12,1980
325,1983,Graduation,Single,24072.0,1,0,16-04-2013,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,10,4,1980
326,1989,PhD,Single,33996.0,0,0,11-09-2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,25,6,1980
327,1956,PhD,Married,66334.0,0,1,03-04-2013,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,229,19,1950
328,1971,Master,Married,35178.0,1,0,10-01-2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,16,5,1970
329,1983,Graduation,Married,22010.0,1,0,30-06-2013,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,14,7,1980
330,1960,Graduation,Divorced,62204.0,0,2,12-09-2012,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,444,22,1960
331,1968,Graduation,Divorced,75693.0,0,0,06-12-2012,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,518,22,1960
332,1972,Graduation,Married,30675.0,1,0,12-11-2012,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,29,5,1970
333,1965,Graduation,Married,83003.0,0,0,03-03-2013,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,671,22,1960
334,1899,PhD,Married,83532.0,0,0,26-09-2013,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,810,15,1890
335,1988,Graduation,Single,68655.0,0,0,10-08-2012,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,926,21,1980
336,1986,Graduation,Divorced,41411.0,0,0,07-12-2013,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,81,8,1980
337,1969,PhD,Married,55212.0,0,1,23-11-2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,45,20,1960
338,1950,PhD,Married,59292.0,0,1,13-06-2013,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,101,18,1950
339,1973,Basic,Married,27190.0,1,0,15-08-2013,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,13,4,1970
340,1952,Graduation,Divorced,82623.0,0,0,10-11-2013,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,410,16,1950
341,1965,Graduation,Married,44300.0,1,1,23-06-2013,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,9,6,1960
342,1970,Graduation,Divorced,84835.0,0,0,16-06-2014,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,594,15,1970
343,1971,Graduation,Divorced,30372.0,1,1,25-12-2012,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,19,8,1970
344,1976,Master,Married,33181.0,1,0,03-01-2014,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,3,4,1970
345,1957,Graduation,Married,71113.0,0,1,17-12-2013,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,299,26,1950
346,1986,Graduation,Married,71952.0,1,0,10-01-2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,587,22,1980
347,1966,PhD,Single,69759.0,0,0,28-10-2013,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,547,18,1960
348,1974,Graduation,Married,72099.0,0,0,27-10-2012,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,620,18,1970
349,1976,PhD,Single,60000.0,0,1,22-12-2012,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,217,24,1970
350,1978,Graduation,Single,38643.0,1,1,29-11-2013,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,16,7,1970
351,1955,Graduation,Married,50737.0,0,1,11-05-2013,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,11,7,1950
352,1969,PhD,Married,68462.0,0,0,12-12-2012,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,933,15,1960
353,1943,Master,Married,65073.0,0,0,20-08-2013,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,263,14,1940
354,1948,PhD,Married,46681.0,0,2,08-10-2013,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,99,16,1940
355,1957,Graduation,Married,78618.0,0,0,28-09-2012,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,1193,22,1950
356,1969,PhD,Divorced,62187.0,0,1,22-03-2014,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,83,21,1960
357,1978,Graduation,Married,28442.0,2,0,24-02-2014,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,24,10,1970
358,1978,PhD,Married,37717.0,1,0,23-11-2012,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,10,4,1970
359,1967,Graduation,Married,51479.0,1,1,28-12-2012,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,174,22,1960
360,1969,Graduation,Single,54803.0,0,1,21-08-2012,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,120,19,1960
361,1960,Graduation,Married,79530.0,0,0,17-05-2013,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,944,26,1960
362,1976,Graduation,Divorced,31615.0,1,0,16-03-2013,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,29,7,1970
363,1962,Graduation,Married,72025.0,0,0,17-11-2012,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,733,16,1960
364,1975,PhD,Single,52614.0,0,1,01-12-2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,154,16,1970
365,1984,2n Cycle,Married,35684.0,1,0,22-04-2014,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,11,5,1980
366,1975,Graduation,Married,48178.0,1,1,28-10-2012,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,55,16,1970
367,1970,Master,Single,29548.0,1,0,29-08-2013,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,10,5,1970
368,1966,Graduation,Single,63810.0,0,1,11-11-2012,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,281,23,1960
